t,fv0_x_noise,fv0_v_noise,fv0_x,fv0_v,fv0_u,fv0_a,fv0_a_noise,lv_x,lv_v,d_fv0_lv,d*_fv0_lv,fv0_a_ref
7.4,-1.4655524,0.0074806134,-0.94160336,0.003489944,262.12787,-0.06557815,-0.17003982,-2.1491047e-12,-4.7043616e-11,0.94160336,2.00349,0.20414943
7.5,-0.77718925,-0.11705259,-0.94156975,-0.0027735261,270.20947,-0.05927178,-0.07364223,-7.707089e-12,-6.411607e-11,0.94156975,1.9972265,0.21044351
7.6,-0.92472553,-0.0850989,-0.9421349,-0.008411949,277.2191,-0.053801537,-0.05906844,-1.4715854e-11,-7.6059235e-11,0.9421349,1.991588,0.21590272
7.7,-1.0030379,-0.19202451,-0.94323653,-0.0135301165,283.79083,-0.048673347,-0.0049119145,-2.2299777e-11,-7.561921e-11,0.94323653,1.9864699,0.22102089
7.8,-0.9264715,-0.1104684,-0.9448236,-0.018170714,289.92307,-0.043888416,0.061410367,-2.922054e-11,-6.2796e-11,0.9448236,1.9818293,0.22579677
7.9,-1.3443671,-0.012952033,-0.9468533,-0.022342682,295.2852,-0.039704163,-0.020560058,-3.4239816e-11,-3.7589595e-11,0.9468533,1.9776573,0.22997288
8.0,-0.99321485,0.003910404,-0.94928044,-0.0261071,300.15726,-0.0359024,0.07118719,-3.61193e-11,1.2924697e-26,0.94928044,1.9738929,0.23376733
8.1,-0.8806417,-0.22745165,-0.9520642,-0.02951869,304.78506,-0.032291554,-0.023769928,-3.362066e-11,4.9972786e-11,0.9520642,1.9704813,0.23737153
8.2,-0.6595918,-0.046318516,-0.9551706,-0.032597344,309.06223,-0.028954456,-0.006383265,-2.550558e-11,1.12328764e-10,0.9551706,1.9674027,0.24070266
8.3,-1.062226,0.021009864,-0.95857203,-0.03533113,312.5618,-0.026223611,-0.009811833,-1.0535746e-11,1.8706793e-10,0.95857203,1.9646689,0.2434282
8.4,-1.1239353,-0.054061666,-0.9622366,-0.037770446,315.56766,-0.02387787,0.037137117,1.2527165e-11,2.7419028e-10,0.9622366,1.9622296,0.2457692
8.5,-1.0664818,-0.10338256,-0.9661304,-0.04000369,318.80502,-0.02135224,-0.042468295,4.4921473e-11,3.7369585e-10,0.9661304,1.9599963,0.24829051
8.6,-0.7871486,-0.083270706,-0.97022897,-0.04205459,322.3105,-0.018618142,0.022296196,8.577155e-11,4.4330573e-10,0.97022897,1.9579455,0.25102064
