t,fv0_x,fv0_v,fv0_u,fv0_a,lv_x,lv_v,d_fv0_lv,d*_fv0_lv
21.8,-1.6458324,0.005953746,0.22287758,-0.04685484,0.333364,-0.0059789065,1.9791964,2.0059538
21.9,-1.6459213,0.0063726194,0.21850264,-0.051230606,0.3617257,-0.007166387,2.007647,2.0063727
22.0,-1.6462977,0.008089238,0.20064692,-0.069089696,0.47336483,-0.011045225,2.1196625,2.0080893
22.1,-1.6471281,0.011802269,0.16213633,-0.107607596,0.26426876,-0.02194088,1.9113967,2.0118022
22.2,-1.6428955,-0.014418014,0.44557232,0.17587982,0.39194533,0.045842707,2.0348408,1.985582
22.3,-1.6414064,-0.017486196,0.47179416,0.20210762,0.27699712,0.0373567,1.9184035,1.9825138
22.4,-1.64419,0.0050117555,0.22270498,-0.047025587,0.33403724,-0.02323038,1.9782271,2.0050118
22.5,-1.64163,-0.009087977,0.3731492,0.10344626,0.41208267,0.03165724,2.0537126,1.9909121
22.6,-1.6427646,0.0008009949,0.2630545,-0.006667813,0.36085075,-0.007971628,2.0036154,2.000801
22.7,-1.6425477,-0.0008751452,0.28155968,0.011840669,0.3037513,0.0026013292,1.9462991,1.9991249
22.8,-1.6428576,0.0003650719,0.26891783,-0.00080361415,0.32187495,-0.0012508805,1.9647324,2.000365
22.9,-1.643384,0.0025331879,0.24669746,-0.023028243,0.3916212,-0.013186234,2.0350053,2.0025332
23.0,-1.6418202,-0.006326923,0.34148964,0.071781315,0.32112342,0.019677047,1.9629436,1.9936731
23.1,-1.6420064,-0.0022783272,0.29439637,0.024680099,0.36846408,0.002506113,2.0104704,1.9977217
23.2,-1.6429318,0.004031317,0.22546005,-0.044268586,0.35991785,-0.009557143,2.0028498,2.0040314
23.3,-1.6446233,0.013107112,0.12883033,-0.14091615,0.32505578,-0.026135279,1.9696791,2.013107
23.4,-1.645173,0.012930099,0.13465191,-0.13509423,0.46482763,-0.017935643,2.1100006,2.0129302
23.5,-1.6467035,0.018529475,0.07833902,-0.19141817,0.38931885,-0.03291448,2.0360224,2.0185294
23.6,-1.6455239,0.00644487,0.21422368,-0.0555097,0.25635627,0.00014141202,1.9018803,2.006445
23.7,-1.6464767,0.0108617125,0.16808654,-0.10165553,0.36692584,-0.024035774,2.0134027,2.0108616
23.8,-1.6461315,0.006207246,0.22126327,-0.04846964,0.32450444,-0.0053962977,1.9706359,2.0062072
23.9,-1.6436573,-0.008318308,0.37749547,0.10779104,0.40020862,0.027351104,2.043866,1.9916817
24.0,-1.6423234,-0.011805575,0.41002432,0.14032671,0.31795835,0.023985991,1.9602817,1.9881945
24.1,-1.642983,-0.0021542166,0.29977012,0.030053617,0.35185096,-0.00057782565,1.9948338,1.9978458
24.2,-1.6431304,-0.00090593455,0.2863937,0.016674759,0.38284814,-0.001589491,2.0259786,1.999094
24.3,-1.6404667,-0.014690326,0.43296012,0.16326813,0.40090683,0.037850965,2.0413735,1.9853097
24.4,-1.6405293,-0.00844313,0.3596151,0.08991089,0.2976355,0.010786645,1.9381648,1.9915569
24.5,-1.6415128,0.0002725353,0.2634176,-0.0063036634,0.34096915,-0.006049778,1.982482,2.0002725
24.6,-1.643529,0.012039962,0.13788953,-0.13185485,0.3340023,-0.027919691,1.9775314,2.01204
24.7,-1.6420255,0.00019507157,0.26918697,-0.00053414004,0.32514298,0.008474661,1.9671685,2.000195
24.8,-1.6407244,-0.0061607724,0.33584324,0.06613459,0.44613683,0.017082402,2.0868611,1.9938393
24.9,-1.6420394,0.0022909231,0.24343817,-0.026287057,0.37815285,-0.012336169,2.0201921,2.002291
25.0,-1.6415187,-0.0026027232,0.29685596,0.027140334,0.2948744,0.005824055,1.9363931,1.9973973
25.1,-1.6422257,0.0020456621,0.24421956,-0.025505193,0.40379196,-0.0076661217,2.0460176,2.0020456
25.2,-1.6425339,0.0013037883,0.2523521,-0.017371185,0.4639426,-0.004567755,2.1064765,2.0013037
25.3,-1.645795,0.019713003,0.051631212,-0.21812831,0.40933982,-0.051233795,2.0551348,2.019713
