t,fv0_x,fv0_v,fv0_u,fv0_a,lv_x,lv_v,d_fv0_lv,d*_fv0_lv
19.4,-1.9940964,-0.039753858,0.3226067,0.05296349,0.0053560245,-0.044647813,1.9994524,1.9602461
19.5,-1.9997923,-0.032363303,0.08468275,-0.18497482,0.0074213543,-0.12542029,2.0072136,1.9676367
19.6,-2.0029845,-0.053799886,0.19686665,-0.072749436,-0.06680843,-0.09979504,1.9361761,1.9462001
19.7,-2.009696,-0.05430028,0.17153232,-0.09808281,-0.026584255,-0.12947461,1.9831117,1.9456997
19.8,-2.0163057,-0.053748664,0.23418541,-0.035430778,-0.04199588,-0.108150035,1.9743099,1.9462514
19.9,-2.0222707,-0.044908952,0.30794653,0.038313262,-0.10976844,-0.06700708,1.9125023,1.955091
20.0,-2.0252116,-0.038255263,0.5145827,0.24493657,-0.03761894,0.014121339,1.9875926,1.9617448
20.1,-2.0261486,-0.017727375,0.68267053,0.4129845,-0.023629177,0.09598309,2.0025194,1.9822726
20.2,-2.0257664,0.024336359,0.738791,0.46902236,0.014955383,0.17066586,2.0407217,2.0243363
20.3,-2.0209858,0.076415464,0.8122043,0.5423319,0.036498517,0.285864,2.0574844,2.0764155
20.4,-2.0097744,0.13284601,0.96944004,0.69945323,-0.049632046,0.43066004,1.9601424,2.132846
20.5,-1.9919523,0.20303532,1.110031,0.8398993,0.022143638,0.58565444,2.014096,2.2030354
20.6,-1.9655621,0.2793435,1.2645731,0.99428034,0.16024716,0.75844014,2.1258092,2.2793434
20.7,-1.9340835,0.3840327,1.1375113,0.8669917,0.2415259,0.86622125,2.1756094,2.3840327
20.8,-1.8912289,0.47418877,1.1939219,0.9232016,0.3384481,1.0456743,2.229677,2.4741888
20.9,-1.8403441,0.5736904,1.1700975,0.8991497,0.6173465,1.1736504,2.4576905,2.5736904
21.0,-1.778494,0.6674821,1.2222033,0.9510356,0.580061,1.3401011,2.358555,2.6674821
21.1,-1.7072425,0.7664322,1.2293011,0.95789546,0.74953085,1.4790777,2.4567733,2.7664323
21.2,-1.626221,0.86741346,1.2236125,0.9519579,0.8957554,1.6215193,2.5219765,2.8674135
21.3,-1.5358431,0.9712737,1.1955928,0.92367536,1.0496316,1.7416847,2.5854747,2.9712737
21.4,-1.4360836,1.0794976,1.1250343,0.8528361,1.1836464,1.8595309,2.61973,3.0794976
